,Temp,Grid,S_L,Y_IXC8H18,Y_CO,Y_O2,Y_NO,Y_CO2,Y_H2O,HRR,C_P,lambda,time_scale
0,300,0,0.11994356,0.038393617,4.51E-10,0.224054,2.64E-15,5.77E-11,-4.74E-16,-10385.45152,1034.750558,0.024601801,0
1,300.0002838,0.0028,0.119944514,0.038393661,7.93E-09,0.22405391,4.68E-14,1.32E-09,-6.27E-20,-0.000411768,1034.757538,0.024602445,0.023344127
2,300.0054049,0.0056,0.119951106,0.038393909,1.39E-07,0.224053055,8.25E-13,3.03E-08,6.61E-23,2.13E-05,1034.796593,0.024606106,0.046685689
3,300.0406848,0.007,0.119975179,0.038394516,1.02E-06,0.224048718,6.10E-12,2.83E-07,9.04E-22,0.001217461,1034.891071,0.024615375,0.058345402
4,300.1709681,0.0077,0.120041257,0.038395551,4.22E-06,0.224034383,2.53E-11,1.45E-06,4.91E-21,0.022244732,1035.052786,0.024632611,0.064144613
5,300.443897,0.00805,0.120164523,0.038396877,1.08E-05,0.224005507,6.53E-11,4.42E-06,1.41E-20,0.157053677,1035.266541,0.024657544,0.066991486
6,301.2958841,0.0084,0.120530644,0.038399878,3.09E-05,0.223916925,1.90E-10,1.55E-05,5.09E-20,1.427509624,1035.778088,0.024721874,0.069691821
7,302.3974236,0.008575,0.120992909,0.038402978,5.64E-05,0.223803427,3.52E-10,3.23E-05,1.29E-19,5.180050393,1036.34521,0.024797285,0.070871922
8,304.6558373,0.00875,0.121929849,0.038408384,0.000108002,0.22357223,6.88E-10,7.17E-05,4.75E-19,20.86416081,1037.412542,0.024944768,0.071762575
9,309.2573613,0.008925,0.123824758,0.038417769,0.000211154,0.223104989,1.39E-09,0.000163089,2.62E-18,87.26270369,1039.452941,0.025236875,0.072077669
10,313.322058,0.0090125,0.125491761,0.038424905,0.000301005,0.222693975,2.04E-09,0.00025351,7.52E-18,188.1634063,1041.183456,0.025491488,0.071817464
11,319.419841,0.0091,0.127986891,0.038434117,0.000433835,0.222081473,3.07E-09,0.000401074,2.43E-17,412.1778648,1043.710007,0.025871463,0.071101032
12,328.4824462,0.0091875,0.13168906,0.038445284,0.000627878,0.221179543,4.68E-09,0.000638529,8.75E-17,894.1803351,1047.371507,0.026435289,0.069766615
13,334.6213134,0.00923125,0.134194672,0.038451172,0.00075836,0.220569084,5.86E-09,0.000811079,1.76E-16,1325.615093,1049.809321,0.026817456,0.068789989
