,Temp,Grid,Mixture Fract
0,300.0,0.0,1.0
1,300.00000000004144,0.000425531914893617,1.0
2,300.0000000000411,0.000851063829787234,1.0
3,300.0000000000408,0.001276595744680851,1.0
4,299.99999999997993,0.001702127659574468,1.0
5,300.0000000000744,0.002127659574468085,1.0
6,300.0000000000331,0.002553191489361702,1.0
7,299.9999999999314,0.0029787234042553193,1.0
8,299.9999999998679,0.003404255319148936,1.0
9,299.9999999998036,0.003829787234042553,1.0
10,299.9999999997069,0.00425531914893617,1.0
11,299.9999999995254,0.004680851063829788,1.0
12,299.99999999919277,0.005106382978723404,1.0
13,299.99999999863866,0.005531914893617021,1.0
14,299.99999999780067,0.005957446808510639,1.0
15,299.9999999966364,0.006382978723404255,1.0
16,299.99999999511397,0.006808510638297872,1.0
17,299.9999999931075,0.00723404255319149,1.0
18,299.99999999381293,0.007659574468085106,1.0
19,300.0000000669251,0.007872340425531914,1.0
20,300.0000019915834,0.008085106382978723,1.0
21,300.000044379557,0.008297872340425533,0.9999851067495772
22,300.0003380261351,0.008404255319148936,0.9998961690222572
23,300.00285007383457,0.00851063829787234,0.9995840732127029
24,300.02173348889164,0.008617021276595745,0.9986442244623246
25,300.14361812817236,0.008723404255319148,0.9961258376511626
26,300.406560918996,0.00877659574468085,0.9935472464662438
27,301.17813523665797,0.008829787234042553,0.9893235226482949
28,302.04847648691936,0.008856382978723404,0.9862963119863168
29,303.58571096718674,0.008882978723404256,0.9824381129689385
30,306.19134466874755,0.008909574468085107,0.9775807168163421
31,310.41831772638636,0.008936170212765958,0.9715480872227306
32,316.9590791309156,0.008962765957446809,0.9641706984985801
33,326.57439398126576,0.00898936170212766,0.9553043115554121
34,339.9483313442098,0.009015957446808512,0.9448472270300416
35,348.27032840096973,0.009029255319148936,0.9389232259561014
36,357.76633020271754,0.009042553191489363,0.93255058223268
37,368.42690932338843,0.009055851063829789,0.9257285342209896
38,380.2129594866405,0.009069148936170213,0.9184584602312967
39,386.51622555460585,0.009075797872340426,0.9146237274697084
40,393.0855151406427,0.00908244680851064,0.9106731881994574
41,399.9099788283613,0.009089095744680854,0.9066073110459427
42,406.97823301286024,0.009095744680851066,0.9024265877106082
43,414.2786039962412,0.009102393617021278,0.8981315197467985
44,421.7993403189252,0.00910904255319149,0.8937226086277263
45,429.5287899758262,0.009115691489361703,0.8892003488772011
46,437.4555419367713,0.009122340425531917,0.8845652239462007
47,445.5685335330072,0.00912898936170213,0.8798177044729185
48,453.8571267628563,0.009135638297872343,0.8749582485530902
49,470.9188213292455,0.009148936170212767,0.8649991992843189
50,488.5527406277177,0.009162234042553192,0.8546134114418307
51,506.6939430831177,0.009175531914893618,0.8438042026774248
52,525.2843084894998,0.009188829787234044,0.8325751379947021
53,544.2716654829946,0.009202127659574469,0.8209302206475868
54,553.8980449677107,0.009208776595744681,0.8149011949461615
55,563.6081805953955,0.009215425531914893,0.8087671367818773
56,573.3966846899664,0.009222074468085106,0.8025287975190308
57,583.258392332107,0.00922872340425532,0.7961869920124601
58,593.1883397879695,0.009235372340425534,0.7897426040737112
59,603.1817455552655,0.009242021276595746,0.7831965915624508
60,613.2339940456606,0.009248670212765958,0.7765499910657462
61,623.3406219063853,0.00925531914893617,0.7698039221645065
62,633.4973069366089,0.009261968085106383,0.7629595913414995
63,643.6998594222667,0.009268617021276595,0.7560182956544631
64,653.9442154670704,0.009275265957446807,0.7489814263652037
65,664.2264315816501,0.009281914893617021,0.7418504727507312
66,674.5426795576307,0.009288563829787235,0.7346270262852004
67,684.889240710874,0.009295212765957447,0.7273127852417455
68,695.2624990456818,0.00930186170212766,0.7199095595395038
69,705.6589336227737,0.009308510638297872,0.7124192754419976
70,716.0751110163983,0.009315159574468084,0.7048439796173062
71,726.5076788784892,0.009321808510638298,0.6971858421653464
72,736.9533613047619,0.009328457446808512,0.6894471584465851
73,747.4089562317515,0.009335106382978724,0.6816303497808668
74,757.8713347416842,0.009341755319148937,0.6737379632321777
75,768.3374419254294,0.009348404255319149,0.6657726707455001
76,778.8042987714491,0.009355053191489361,0.6577372678880092
77,789.2690044240143,0.009361702127659575,0.6496346723883062
78,799.7287381742753,0.00936835106382979,0.6414679225730004
79,810.1807607436888,0.009375000000000001,0.6332401756880052
80,820.6224147080384,0.009381648936170214,0.6249547059971698
81,831.0511241429745,0.009388297872340426,0.6166149025188349
82,851.8636059977055,0.009401595744680852,0.5998771410406837
83,872.5940949170651,0.009414893617021278,0.5829652980677598
84,913.7668882827988,0.00944148936170213,0.5490711593824339
85,954.4270376233526,0.00946808510638298,0.514850947857139
86,994.4634381570902,0.00949468085106383,0.48057485518019094
87,1014.2078030081259,0.009507978723404257,0.4633797031164843
88,1033.7639352062758,0.009521276595744681,0.4462824632059928
89,1053.1242890063193,0.009534574468085106,0.42931982737458235
90,1072.2835845212812,0.009547872340425532,0.41252902290307786
91,1091.2394980909937,0.009561170212765958,0.3959480749922199
92,1109.9935333601968,0.009574468085106383,0.3796161589052314
93,1128.55201509135,0.009587765957446807,0.36357398178000305
94,1146.927104414232,0.009601063829787234,0.34786410184838684
95,1165.137695392326,0.00961436170212766,0.3325310671954822
96,1183.2100279682704,0.009627659574468084,0.31762124669235275
97,1201.1778508441296,0.009640957446808509,0.303182237686042
98,1210.1377146036184,0.009647606382978721,0.2961394801666986
99,1219.0872445331904,0.009654255319148935,0.2892337744243312
100,1228.032422895804,0.00966090425531915,0.28247086964620244
101,1236.9794882457604,0.009667553191489361,0.2758562949914035
102,1245.934858882532,0.009674202127659574,0.2693952870447128
103,1254.9050460647459,0.009680851063829786,0.26309271295347
104,1263.896557311958,0.009687499999999998,0.2569529910432308
105,1272.9157905994468,0.00969414893617021,0.2509800107707736
106,1281.968920528289,0.009700797872340423,0.24517705397826334
107,1291.061777798003,0.009707446808510637,0.23954671951308926
108,1300.1997235927038,0.00971409574468085,0.23409085335895402
109,1309.387520860836,0.009720744680851063,0.22881048648353014
110,1318.6292049613974,0.009727393617021275,0.22370578264613236
111,1327.927956794123,0.009734042553191487,0.21877599842439166
112,1337.285982335582,0.0097406914893617,0.21401945770656017
113,1346.7044034415903,0.009747340425531914,0.2094335428426085
114,1356.1831657727153,0.009753989361702128,0.2050147045307154
115,1365.7209706128253,0.00976063829787234,0.20075849229980916
116,1375.315237966965,0.009767287234042552,0.1966596070860562
117,1384.962108365692,0.009773936170212764,0.19271197683207172
118,1394.656489953638,0.009780585106382977,0.18890885520203077
119,1404.3921554044439,0.00978723404255319,0.18524294235499564
120,1414.1618897785202,0.009793882978723405,0.18170652523746775
121,1423.9576856104504,0.009800531914893617,0.17829163308301746
122,1433.7709755408525,0.00980718085106383,0.1749902018538659
123,1443.5928867849086,0.009813829787234041,0.17179423946058076
124,1463.2358824986625,0.009827127659574468,0.16571283241761178
125,1482.8177191224206,0.009840425531914894,0.15996277881692092
126,1502.2898824446308,0.009853723404255318,0.15449961595383976
127,1521.619071860515,0.009867021276595745,0.14928973259869885
128,1540.7867985184757,0.009880319148936171,0.14430973464956737
129,1559.7860405772308,0.009893617021276595,0.13954443122617208
130,1578.6167464533073,0.00990691489361702,0.13498434761356645
131,1597.2815009132696,0.009920212765957446,0.13062347486199652
132,1615.7818030807675,0.009933510638297872,0.12645756810322803
133,1634.1148576452372,0.009946808510638297,0.12248298956333852
134,1652.2707377803993,0.009960106382978721,0.11869596616579524
135,1670.2299810046084,0.009973404255319148,0.11509213862527963
136,1687.9618207557503,0.009986702127659574,0.11166632236612191
137,1705.4232297681947,0.009999999999999998,0.10841242935531872
138,1722.5588205561232,0.010013297872340423,0.10532351086613775
139,1739.3015130326485,0.01002659574468085,0.10239188656146787
140,1755.573792708137,0.010039893617021275,0.09960933147320147
141,1771.2893532872376,0.0100531914893617,0.09696729783990214
142,1778.902110580987,0.010059840425531912,0.09569325736717299
143,1786.339599256828,0.010066489361702126,0.09445150129149789
144,1793.5891804835037,0.01007313829787234,0.09324094727989893
