,phi_f,Temp,NOx,COs
0,1.2,1900.647979184705,3777.8980683697823,2.957228099414116
1,1.3,1980.891372248284,4520.737161829194,6.801749396135667
2,1.4,2047.8409903712266,5150.387585737304,13.017305190528294
3,1.5,2113.624682115932,5742.02771098147,24.009887784702943
4,1.6,2173.4038793092473,6257.833316422986,40.669502962422285
5,1.7,2242.33557004751,6772.288584102102,73.50830344444812
6,1.8,2310.0478174078326,7160.575198254229,129.13717890872448
