,phi_l,Temp,NOx,COs
0,0.2,1652.4209482004471,1764.2383147375288,0.177203165496831
1,0.3,1898.577024801051,3713.580838292456,3.722008772735736
2,0.4,2085.2026205978673,5438.237298806229,24.555375473372234
3,0.5,2231.7105347118863,6653.976369650688,91.3153129991744
4,0.6,2350.518058297076,7293.837757922607,247.57188685310487
5,0.7,2448.0117766604385,7362.037875365498,553.7345946508491
6,0.8,2528.5163504512125,6900.768571451,1101.9042225553221
