,phi_f,Temp,NOx,COs
0,1.2,1903.1911037346836,3813.4800008612224,2.345706444162211
1,1.3,1982.9294343603603,4566.577759365873,5.332120793832766
2,1.4,2052.507521645537,5228.522684711002,10.415900601958787
3,1.5,2128.7181758903307,5940.27098190523,20.951020731751267
4,1.6,2201.060080864259,6550.56546314311,39.53405552101684
5,1.7,2258.860297353258,6988.465945313385,63.69030365033823
6,1.8,2316.516598768565,7318.556555414705,102.02683165741485
