,phi_l,Temp,NOx,COs
0,0.2,1668.767914092121,1891.617023127109,0.09627866101474322
1,0.3,1910.6635273589932,3876.3663067570337,1.8077776528800977
2,0.4,2091.0706606869867,5629.653817164944,10.858355185715396
3,0.5,2230.548197510508,6913.1134146140585,37.11489185788983
4,0.6,2342.6852259383613,7715.343023093574,93.00771749710508
5,0.7,2434.030477109374,8070.353454006759,191.500027001017
6,0.8,2510.3363186651095,8048.520985887266,348.652649582554
