,phi_l,Temp,NOx,COs
0,0.2,1677.2442040796016,1938.80570163952,0.1900577601429545
1,0.3,1926.2513292355043,3981.3877384804205,3.79217910835879
2,0.4,2113.624682115932,5742.02771098147,24.009887784702943
3,0.5,2259.69460216189,6941.238344369033,86.3921350601012
4,0.6,2377.5869113004765,7538.6104703205465,228.18279807380267
5,0.7,2473.745087831649,7556.132926381212,498.7639615104783
6,0.8,2553.6228525398606,7047.3517953728915,978.4666482297397
