,phi_f,Temp,NOx,COs
0,1.2,1876.9929082340632,3547.3436363844967,2.9977619787201903
1,1.3,1968.247597933858,4380.445223431546,7.838800588212103
2,1.4,2031.4484173341916,4954.0233930234745,14.739867874270356
3,1.5,2085.2026205978673,5438.237298806229,24.555375473372234
4,1.6,2158.9951670921596,6062.626387748018,47.92966443549162
5,1.7,2228.3414923945197,6569.749443340204,87.67177762336875
6,1.8,2272.4740107521516,6813.330860720465,128.06742792011073
